wn:00902108n	a-scan_ultrasonography%1:04:00::
wn:07463950n	slalom%1:11:00::
wn:07474645n	slam%1:11:00::
wn:07394115n	slam%1:11:02::
wn:07338970n	slam%1:11:01::
wn:00527498n	slam_dancing%1:04:00::
wn:00110745n	slam_dunk%1:04:00::
wn:06720600n	slander%1:10:00::
wn:07410745n	slap%1:11:00::
wn:01264795n	slapshot%1:04:00::
wn:00388065n	slash%1:04:00::
wn:01105152n	slating%1:04:00::
wn:00223854n	slaughter%1:04:00::
wn:00223983n	slaughter%1:04:01::
wn:01114284n	slave_trade%1:04:00::
wn:00415442n	slavery%1:04:01::
wn:00623545n	slavery%1:04:00::
wn:00447073n	sledding%1:04:00::
wn:00892538n	sleep-learning%1:04:00::
wn:00424186n	sleep_deprivation%1:04:00::
wn:00285387n	sleep_talking%1:04:00::
wn:00064370n	sleeper%1:04:00::
wn:00858188n	sleeping%1:04:00::
wn:07455984n	sleepover%1:11:00::
wn:00285141n	sleepwalking%1:04:00::
wn:11507951n	sleet%1:19:00::
wn:00572043n	slice%1:04:00::
wn:00387424n	slicing%1:04:00::
wn:07404944n	slide%1:11:00::
wn:00328502n	slide%1:04:00::
wn:00109081n	slider%1:04:00::
wn:01132472n	slight_care%1:04:00::
wn:00107016n	slinging%1:04:00::
wn:00073828n	slip%1:04:05::
wn:07317519n	slip%1:11:00::
wn:00170710n	slip%1:04:00::
wn:00059376n	slip%1:04:03::
wn:13556249n	slippage%1:22:00::
wn:13556377n	slippage%1:22:01::
wn:00328885n	slippage%1:04:00::
wn:11423197n	slipstream%1:19:00::
wn:07246469n	sloganeering%1:10:00::
wn:00758795n	sloth%1:04:00::
wn:06617866n	slow_motion%1:10:00::
wn:01067577n	slowdown%1:04:00::
wn:13556509n	slump%1:22:00::
wn:00138599n	smack%1:04:01::
wn:00133668n	smack%1:04:00::
wn:00138734n	smacker%1:04:00::
wn:00133875n	smacker%1:04:01::
wn:07317369n	smash%1:11:00::
wn:00376825n	smashing%1:04:00::
wn:05806498n	smattering%1:09:00::
wn:05713737n	smell%1:09:02::
wn:00882961n	smell%1:04:00::
wn:11508092n	smoke%1:19:00::
wn:13556893n	smoke%1:22:00::
wn:00834636n	smoke%1:04:00::
wn:01050872n	smoke_screen%1:04:00::
wn:01263924n	smooth%1:04:00::
wn:11508303n	smother%1:19:00::
wn:07304096n	smoulder%1:11:00::
wn:07304266n	smudge%1:11:00::
wn:01112132n	smuggling%1:04:00::
wn:00075283n	snafu%1:04:00::
wn:06264932n	snail_mail%1:10:00::
wn:00542841n	snake_dance%1:04:00::
wn:00506060n	snakes_and_ladders%1:04:00::
wn:07394236n	snap%1:11:02::
wn:07367708n	snap%1:11:01::
wn:00344699n	snap%1:04:03::
wn:00170643n	snap_roll%1:04:00::
wn:00627196n	snatch%1:04:01::
wn:14314850n	sneeze%1:26:00::
wn:05747056n	snellen_test%1:09:00::
wn:00128324n	snick%1:04:01::
wn:00883139n	sniff%1:04:00::
wn:00124151n	snipe%1:04:00::
wn:00514787n	snipe_hunt%1:04:00::
wn:00868523n	snivel%1:04:00::
wn:04889162n	snobbery%1:07:00::
wn:00854393n	snogging%1:04:00::
wn:00501304n	snooker%1:04:00::
wn:07394478n	snore%1:11:00::
wn:00835976n	snore%1:04:00::
wn:00444937n	snorkeling%1:04:00::
wn:11508382n	snow%1:19:00::
wn:00329468n	snowboarding%1:04:00::
wn:01225997n	snub%1:04:00::
wn:00836149n	snuffle%1:04:00::
wn:13557158n	soak%1:22:00::
wn:00256501n	soak%1:04:01::
wn:06622020n	soap_opera%1:10:00::
wn:00326291n	soar%1:04:00::
wn:00868669n	sob%1:04:00::
wn:01069777n	sobriety%1:04:00::
wn:00579834n	socage%1:04:00::
wn:00478262n	soccer%1:04:00::
wn:06659530n	social_action%1:10:00::
wn:01081197n	social_activity%1:04:00::
wn:01123598n	social_control%1:04:00::
wn:00532110n	social_dancing%1:04:00::
wn:07288639n	social_event%1:11:00::
wn:06658994n	social_policy%1:10:00::
wn:13557451n	social_process%1:22:00::
wn:01208924n	social_work%1:04:00::
wn:01266745n	socialization%1:04:02::
wn:01232412n	socialization%1:04:01::
wn:01128984n	socialization%1:04:00::
wn:00849294n	sodomy%1:04:00::
wn:00528156n	soft-shoe%1:04:00::
wn:05792691n	soft_option%1:09:00::
wn:01101661n	soft_sell%1:04:00::
wn:00475787n	softball%1:04:00::
wn:13557766n	softening%1:22:00::
wn:07300092n	software_error%1:11:00::
wn:00819641n	soil_conservation%1:04:00::
wn:13558003n	soil_erosion%1:22:00::
wn:00276620n	soiling%1:04:00::
wn:00855407n	soixante-neuf%1:04:00::
wn:01055360n	sojourn%1:04:00::
wn:07368877n	solar_eclipse%1:11:00::
wn:11509697n	solar_energy%1:19:00::
wn:11510223n	solar_flare%1:19:00::
wn:11464784n	solar_gravity%1:19:00::
wn:11487533n	solar_halo%1:19:00::
wn:11477269n	solar_magnetic_field%1:19:00::
wn:11529441n	solar_parallax%1:19:00::
wn:11510411n	solar_prominence%1:19:00::
wn:11510067n	solar_radiation%1:19:00::
wn:11510571n	solar_wind%1:19:00::
wn:01255808n	solfege%1:04:00::
wn:07187773n	solicitation%1:10:00::
wn:00161044n	solicitation%1:04:01::
wn:00604321n	solicitorship%1:04:00::
wn:14480772n	solid%1:26:00::
wn:00495524n	solitaire%1:04:00::
wn:07346344n	soliton%1:11:00::
wn:01255935n	solmization%1:04:00::
wn:01257418n	solo%1:04:01::
wn:00304729n	solo%1:04:00::
wn:00132497n	solo_homer%1:04:00::
wn:00190783n	solution%1:04:00::
wn:13558125n	solvation%1:22:00::
wn:13558325n	solvay_process%1:22:00::
wn:00638770n	somatic_cell_nuclear_transplantation%1:04:00::
wn:00439484n	somersault%1:04:00::
wn:05721180n	somesthesia%1:09:01::
wn:07394588n	song%1:11:00::
wn:00546389n	song%1:04:00::
wn:06893772n	song_and_dance%1:10:01::
wn:11505057n	sonic_barrier%1:19:00::
wn:07348041n	sonic_boom%1:11:00::
wn:00901789n	sonography%1:04:00::
wn:07216615n	sop%1:10:00::
wn:00753472n	sophistication%1:04:00::
wn:13558490n	sorption%1:22:00::
wn:13558696n	sort%1:22:00::
wn:00971309n	sortie%1:04:00::
wn:00304851n	sortie%1:04:01::
wn:01016832n	sorting%1:04:00::
wn:05847658n	sorting_algorithm%1:09:00::
wn:05929461n	soubrette%1:09:00::
wn:05786871n	soul-searching%1:09:00::
wn:00933154n	soul%1:04:00::
wn:00138799n	soul_kiss%1:04:00::
wn:05718254n	sound%1:09:00::
wn:11480930n	sound%1:19:00::
wn:07371293n	sound%1:11:00::
wn:11497378n	sound_pressure%1:19:00::
wn:01005100n	sound_ranging%1:04:00::
wn:01020362n	sound_reproduction%1:04:00::
wn:07347224n	sound_wave%1:11:00::
wn:01004961n	sounding%1:04:00::
wn:05716744n	sour%1:09:00::
wn:13558953n	source%1:22:00::
wn:13559409n	souring%1:22:00::
wn:11489383n	south_equatorial_current%1:19:00::
wn:11511405n	south_wind%1:19:00::
wn:11448714n	southeaster%1:19:00::
wn:11448593n	southwester%1:19:00::
wn:00214526n	sovereign_immunity%1:04:00::
wn:00292981n	space_walk%1:04:00::
wn:00313502n	spaceflight%1:04:00::
wn:00498947n	spade_casino%1:04:00::
wn:00795508n	spadework%1:04:00::
wn:06618653n	spaghetti_western%1:10:00::
wn:13559509n	spallation%1:22:00::
wn:06280347n	spam%1:10:00::
wn:00134472n	spank%1:04:00::
wn:01162784n	spanking%1:04:00::
wn:00446804n	spar%1:04:00::
wn:00187890n	spare%1:04:00::
wn:07182744n	sparring%1:10:00::
wn:07471708n	sparring_match%1:11:00::
wn:00226107n	spasm%1:04:00::
wn:00354785n	spasmolysis%1:04:00::
wn:07394814n	spatter%1:11:00::
wn:00717748n	spatter%1:04:00::
wn:00692726n	spaying%1:04:00::
wn:05763767n	speaker_identification%1:09:00::
wn:00604424n	speakership%1:04:00::
wn:07017534n	special%1:10:01::
wn:05757731n	special_education%1:09:00::
wn:07457311n	special_olympics%1:11:00::
wn:06107083n	special_relativity%1:09:00::
wn:01193672n	special_verdict%1:04:00::
wn:00583747n	specialization%1:04:01::
wn:00583461n	specialization%1:04:00::
wn:13559782n	specialization%1:22:00::
wn:13560079n	speciation%1:22:00::
wn:11472352n	specific_heat%1:19:00::
wn:00097923n	specific_performance%1:04:00::
wn:07231199n	specification%1:10:01::
wn:00075471n	spectacle%1:04:00::
wn:06894243n	spectacular%1:10:00::
wn:00886968n	spectator_sport%1:04:00::
wn:00649482n	spectroscopy%1:04:00::
wn:07160883n	speech_act%1:10:00::
wn:05711674n	speech_perception%1:09:00::
wn:00707213n	speech_therapy%1:04:00::
wn:05809082n	speed-reading%1:09:00::
wn:00330160n	speed%1:04:00::
wn:00449168n	speed_skating%1:04:00::
wn:00798108n	speleology%1:04:00::
wn:07477066n	spelling_bee%1:11:00::
wn:01122149n	spending%1:04:00::
wn:00353013n	spending_cut%1:04:00::
wn:00510624n	spending_spree%1:04:00::
wn:00654113n	sperm_count%1:04:00::
wn:13560329n	spermatogenesis%1:22:00::
wn:11513761n	spherical_aberration%1:19:00::
wn:00101570n	spiccato%1:04:00::
wn:07013400n	spiel%1:10:00::
wn:07308450n	spike%1:11:00::
wn:07479366n	spike%1:11:01::
wn:00329619n	spill%1:04:00::
wn:00076884n	spill%1:04:01::
wn:11513880n	spillover%1:19:00::
wn:07442288n	spin%1:11:00::
wn:00343249n	spin%1:04:00::
wn:00309540n	spin%1:04:01::
wn:00101003n	spin%1:04:03::
wn:00487453n	spin_the_bottle%1:04:00::
wn:00487617n	spin_the_plate%1:04:00::
wn:00909193n	spinning%1:04:00::
wn:13560191n	spiral%1:22:00::
wn:00343606n	spiral%1:04:00::
wn:00583933n	spiritualization%1:04:00::
wn:01005473n	spirometry%1:04:00::
wn:00118552n	spit%1:04:00::
wn:00109227n	spitball%1:04:00::
wn:07395104n	splash%1:11:00::
wn:00278221n	splash%1:04:01::
wn:00305980n	splashdown%1:04:00::
wn:07395303n	splat%1:11:00::
wn:00687769n	splenectomy%1:04:00::
wn:00667612n	split-brain_technique%1:04:00::
wn:00437929n	split%1:04:02::
wn:00439043n	split%1:04:03::
wn:07293903n	split_decision%1:11:00::
wn:00184501n	split_ticket%1:04:00::
wn:00215534n	splitsville%1:04:00::
wn:01263018n	spoil%1:04:01::
wn:00966869n	spoil%1:04:00::
wn:13560417n	spoilage%1:22:00::
wn:01249616n	spoliation%1:04:01::
wn:00258403n	sponge_bath%1:04:00::
wn:01215036n	sponsorship%1:04:01::
wn:00230475n	spontaneous_abortion%1:04:00::
wn:13560586n	spontaneous_combustion%1:22:00::
wn:01059189n	spoonfeeding%1:04:00::
wn:00892711n	spoonfeeding%1:04:01::
wn:14182453n	sporotrichosis%1:26:00::
wn:00523513n	sport%1:04:00::
wn:00433216n	sport%1:04:01::
wn:00506554n	sporting_life%1:04:00::
wn:00142140n	spot_check%1:04:00::
wn:01251138n	spot_jamming%1:04:00::
wn:00149895n	spot_welding%1:04:00::
wn:05707885n	sprachgefuhl%1:09:00::
wn:07446533n	spray%1:11:00::
wn:00717640n	spray_painting%1:04:00::
wn:00717468n	spraying%1:04:02::
wn:07445896n	spread%1:11:00::
wn:00367976n	spread%1:04:00::
wn:06883565n	spread_eagle%1:10:00::
wn:00557287n	spread_eagle%1:04:00::
wn:00510475n	spree%1:04:00::
wn:00251636n	spring-cleaning%1:04:00::
wn:01063234n	spring_break%1:04:00::
wn:00236194n	springboard%1:04:00::
wn:07440852n	springtide%1:11:01::
wn:07403459n	springtide%1:11:00::
wn:00278555n	sprinkle%1:04:00::
wn:11475992n	sprites%1:19:00::
wn:07446599n	spritz%1:11:00::
wn:00881441n	spying%1:04:01::
wn:00654234n	spying%1:04:00::
wn:11514008n	squall%1:19:00::
wn:11460962n	squall_line%1:19:00::
wn:00743822n	squandering%1:04:00::
wn:00744004n	squandermania%1:04:00::
wn:00896688n	square-bashing%1:04:00::
wn:00539951n	square_dance%1:04:00::
wn:00479887n	squash%1:04:00::
wn:00344942n	squat%1:04:00::
wn:07395446n	squawk%1:11:00::
wn:07395623n	squeak%1:11:00::
wn:07395777n	squeal%1:11:00::
wn:00357023n	squeeze%1:04:00::
wn:07351031n	squeeze%1:11:00::
wn:00226319n	squeeze%1:04:03::
wn:00564710n	squeeze_play%1:04:00::
wn:00878328n	squint%1:04:00::
wn:07395867n	squish%1:11:00::
wn:01173965n	stab%1:04:00::
wn:01159025n	stabilization%1:04:00::
wn:01266945n	stabilization%1:04:01::
wn:07006712n	stage%1:10:00::
wn:00306900n	stage%1:04:00::
wn:00528397n	stage_dancing%1:04:00::
wn:13560738n	stagflation%1:22:00::
wn:00307102n	staging%1:04:00::
wn:00091404n	staging%1:04:01::
wn:00275572n	staining%1:04:00::
wn:00276813n	staining%1:04:01::
wn:07462547n	stake_race%1:11:00::
wn:00880893n	stakeout%1:04:00::
wn:07354080n	stalemate%1:11:00::
wn:13560911n	stalinization%1:22:00::
wn:00711523n	stalk%1:04:02::
wn:00320625n	stalk%1:04:01::
wn:00290015n	stalk%1:04:00::
wn:07318824n	stall%1:11:00::
wn:01075725n	stall%1:04:00::
wn:01123420n	stampede%1:04:00::
wn:07446270n	stampede%1:11:00::
wn:07366145n	stand%1:11:00::
wn:01057053n	stand%1:04:01::
wn:00960851n	stand%1:04:00::
wn:01158690n	standardization%1:04:01::
wn:00057162n	standdown%1:04:00::
wn:00349080n	standing%1:04:00::
wn:01024968n	standing_operating_procedure%1:04:00::
wn:07346772n	standing_wave%1:11:00::
wn:01007273n	stanford-binet_test%1:04:00::
wn:00687857n	stapedectomy%1:04:00::
wn:06882333n	star_of_david%1:10:00::
wn:00878456n	stare%1:04:00::
wn:00880563n	stargazing%1:04:00::
wn:11485186n	starlight%1:19:00::
wn:07325190n	start%1:11:00::
wn:00241699n	start%1:04:02::
wn:00920727n	starter%1:04:00::
wn:00867357n	startle%1:04:00::
wn:00865284n	startle_reflex%1:04:00::
wn:00865031n	startle_response%1:04:00::
wn:00242431n	startup%1:04:01::
wn:01150662n	starvation%1:04:00::
wn:00764891n	state-sponsored_terrorism%1:04:00::
wn:14479615n	state_of_matter%1:26:00::
wn:07431683n	static%1:11:00::
wn:11514462n	static_electricity%1:19:00::
wn:01043333n	stations%1:04:00::
wn:00774796n	statutory_offense%1:04:00::
wn:00846961n	statutory_rape%1:04:00::
wn:01053617n	stay%1:04:00::
wn:00721431n	stead%1:04:00::
wn:05888572n	steady_state_theory%1:09:00::
wn:00725152n	steal%1:04:00::
wn:01051082n	stealth%1:04:00::
wn:00270648n	steam_fitting%1:04:00::
wn:00938992n	steel_engraving%1:04:00::
wn:13561396n	steel_production%1:22:00::
wn:07463029n	steeplechase%1:11:02::
wn:07462693n	steeplechase%1:11:01::
wn:00300333n	steer_roping%1:04:00::
wn:00815320n	steering%1:04:00::
wn:00815173n	steering%1:04:02::
wn:11528841n	stellar_parallax%1:19:00::
wn:00639267n	stem-cell_research%1:04:00::
wn:00441501n	stem_turn%1:04:00::
wn:05847753n	stemmer%1:09:00::
wn:00615462n	stenography%1:04:00::
wn:00285557n	step%1:04:00::
wn:00527695n	step_dancing%1:04:00::
wn:00174260n	stepping_stone%1:04:00::
wn:00692130n	sterilization%1:04:00::
wn:00253919n	sterilization%1:04:01::
wn:00604523n	stewardship%1:04:00::
wn:01162928n	stick%1:04:00::
wn:00476235n	stickball%1:04:00::
wn:01025411n	stiffening%1:04:00::
wn:13561521n	stiffening%1:22:00::
wn:01223488n	stigmatization%1:04:00::
wn:14522809n	stillness%1:26:00::
wn:01261974n	stimulation%1:04:00::
wn:13561719n	stimulation%1:22:00::
wn:00779599n	sting_operation%1:04:00::
wn:01174988n	stinger%1:04:00::
wn:00720431n	stint%1:04:00::
wn:07216761n	stipulation%1:10:01::
wn:01149303n	stipulation%1:04:00::
wn:00347490n	stirring%1:04:00::
wn:01060530n	stock_issue%1:04:00::
wn:01061029n	stocking%1:04:00::
wn:00372977n	stockpiling%1:04:00::
wn:01011720n	stocktake%1:04:00::
wn:05747815n	stocktaking%1:09:00::
wn:00630634n	stomach_exercise%1:04:00::
wn:00533691n	stomp%1:04:00::
wn:01075893n	stonewalling%1:04:00::
wn:01164394n	stoning%1:04:00::
wn:00336654n	stoop%1:04:00::
wn:07365849n	stop%1:11:00::
wn:01076046n	stop%1:04:00::
wn:01056411n	stop%1:04:02::
wn:00101809n	stopping%1:04:00::
wn:00811355n	storage%1:04:01::
wn:00811661n	storage%1:04:00::
wn:13562133n	storage%1:22:00::
wn:11462526n	storm%1:19:00::
wn:00974630n	storm%1:04:00::
wn:09445910n	storm_cloud%1:17:00::
wn:14523436n	storminess%1:26:00::
wn:13551117n	stovepiping%1:22:00::
wn:00811921n	stowage%1:04:00::
wn:00692840n	strabotomy%1:04:00::
wn:00438893n	straddle%1:04:02::
wn:00349213n	straddle%1:04:00::
wn:01246334n	strafe%1:04:00::
wn:00171050n	straight-arm%1:04:00::
wn:00416216n	straight_and_narrow%1:04:00::
wn:00437067n	straight_hang%1:04:00::
wn:00497924n	straight_poker%1:04:00::
wn:00184652n	straight_ticket%1:04:00::
wn:11515325n	strain%1:19:00::
wn:00624553n	strain%1:04:02::
wn:00814899n	stranglehold%1:04:00::
wn:00227264n	strangulation%1:04:02::
wn:00424324n	strappado%1:04:00::
wn:00789735n	strategic_buyout%1:04:00::
wn:00982679n	strategic_intelligence%1:04:00::
wn:07225696n	strategic_warning%1:10:00::
wn:01013604n	stratification%1:04:00::
wn:13562328n	stratification%1:22:00::
wn:00919877n	stratification%1:04:01::
wn:00162417n	stratified_sampling%1:04:00::
wn:09448251n	stratus%1:17:00::
wn:05801465n	straw_vote%1:09:00::
wn:07413629n	streak%1:11:00::
wn:11515734n	streamer%1:19:00::
wn:11521665n	streamline_flow%1:19:00::
wn:07427224n	strengthening%1:11:00::
wn:00374063n	strengthening%1:04:00::
wn:11514805n	stress%1:19:00::
wn:13562474n	stress_incontinence%1:22:00::
wn:05747160n	stress_test%1:09:00::
wn:00628692n	stretch%1:04:00::
wn:00371059n	stretch%1:04:02::
wn:00867606n	stretch_reflex%1:04:00::
wn:00366521n	stretching%1:04:02::
wn:00249987n	stride%1:04:01::
wn:07395957n	stridulation%1:11:00::
wn:01167710n	strife%1:04:00::
wn:01243674n	strike%1:04:00::
wn:00977301n	strike%1:04:02::
wn:00187710n	strike%1:04:01::
wn:00109414n	strike%1:04:05::
wn:00621198n	strikebreaking%1:04:00::
wn:00130347n	strikeout%1:04:00::
wn:00531490n	strip%1:04:00::
wn:00920211n	strip_cropping%1:04:00::
wn:00922848n	strip_mining%1:04:00::
wn:00498086n	strip_poker%1:04:00::
wn:00946281n	strip_search%1:04:00::
wn:07269758n	stripe%1:10:01::
wn:00264088n	striping%1:04:00::
wn:00788766n	striving%1:04:00::
wn:00565302n	stroke%1:04:00::
wn:14082303n	stroke%1:26:00::
wn:07413815n	stroke%1:11:01::
wn:00144632n	stroke%1:04:01::
wn:00569898n	stroke%1:04:04::
wn:00349369n	stroke%1:04:03::
wn:11433013n	strong_breeze%1:19:00::
wn:11462276n	strong_gale%1:19:00::
wn:11516819n	strong_interaction%1:19:00::
wn:06168334n	structuralism%1:09:02::
wn:06168152n	structuralism%1:09:03::
wn:00788973n	struggle%1:04:01::
wn:00622068n	struggle%1:04:00::
wn:07396120n	strum%1:11:00::
wn:00290125n	strut%1:04:00::
wn:00498220n	stud%1:04:00::
wn:00604694n	studentship%1:04:00::
wn:05755883n	study%1:09:03::
wn:00272878n	stultification%1:04:00::
wn:07243306n	stump_speech%1:10:00::
wn:00801598n	stumping%1:04:00::
wn:07299439n	stunner%1:11:00::
wn:00046344n	stunt%1:04:00::
wn:01267135n	stupefaction%1:04:00::
wn:01248075n	stupidity%1:04:00::
wn:01159776n	stylization%1:04:00::
wn:01008271n	sub-test%1:04:00::
wn:00623670n	subbing%1:04:00::
wn:14089080n	subclinical_absence%1:26:00::
wn:00323436n	subcutaneous_injection%1:04:00::
wn:00398427n	subdivision%1:04:00::
wn:13562680n	subduction%1:22:00::
wn:07360293n	sublimation%1:11:02::
wn:07297927n	sublimation%1:11:01::
wn:07445149n	subluxation%1:11:00::
wn:00109771n	submarine_ball%1:04:00::
wn:07364115n	submergence%1:11:00::
wn:00277569n	submersion%1:04:00::
wn:01166926n	submission%1:04:01::
wn:00198118n	subrogation%1:04:00::
wn:07179820n	subscription%1:10:00::
wn:01090018n	subscription%1:04:00::
wn:00615659n	subscription%1:04:01::
wn:00920357n	subsistence_farming%1:04:00::
wn:00947923n	substance_abuse%1:04:00::
wn:07443761n	substitution%1:11:00::
wn:00196485n	substitution%1:04:00::
wn:05736002n	subsumption%1:09:00::
wn:00871862n	subtraction%1:04:01::
wn:00360757n	subtraction%1:04:00::
wn:01061203n	subvention%1:04:00::
wn:00215838n	subversion%1:04:01::
wn:07319103n	success%1:11:00::
wn:00063652n	success%1:04:00::
wn:01010458n	succession%1:04:00::
wn:13562862n	succession%1:22:00::
wn:00082754n	succession%1:04:01::
wn:00876377n	succussion%1:04:00::
wn:00136152n	sucker_punch%1:04:00::
wn:00842692n	sucking%1:04:00::
wn:00842997n	suckling%1:04:00::
wn:00867790n	suckling_reflex%1:04:00::
wn:11517494n	suction%1:19:00::
wn:00669687n	suction_curettage%1:04:00::
wn:00927961n	suffixation%1:04:00::
wn:00225593n	suffocation%1:04:00::
wn:07246582n	suggestion%1:10:01::
wn:05771679n	suggestion%1:09:01::
wn:00222485n	suicide%1:04:00::
wn:00979902n	suicide_bombing%1:04:00::
wn:00731756n	suicide_mission%1:04:00::
wn:00176609n	suicide_pill%1:04:00::
wn:00564897n	suicide_squeeze_play%1:04:00::
wn:07188570n	suit%1:10:00::
wn:11466909n	sultriness%1:19:00::
wn:06467445n	summarization%1:10:01::
wn:01190561n	summary_judgment%1:04:00::
wn:13563139n	summation%1:22:00::
wn:00872107n	summation%1:04:01::
wn:07169098n	summons%1:10:02::
wn:00448232n	sumo%1:04:00::
wn:00442759n	sun_bathing%1:04:00::
wn:00542992n	sun_dance%1:04:00::
wn:11485582n	sunbeam%1:19:00::
wn:11485264n	sunburst%1:19:00::
wn:11485367n	sunlight%1:19:00::
wn:00416409n	sunnah%1:04:00::
wn:11522206n	sunray%1:19:01::
wn:11517656n	sunrise%1:19:00::
wn:07343910n	sunrise%1:11:00::
wn:11517776n	sunset%1:19:00::
wn:07344015n	sunset%1:11:00::
wn:00197229n	superannuation%1:04:00::
wn:11409892n	superconductivity%1:19:00::
wn:00633613n	supererogation%1:04:00::
wn:00507539n	superfecta%1:04:00::
wn:07438190n	superfecundation%1:11:00::
wn:07438396n	superfetation%1:11:00::
wn:07415561n	superior_conjunction%1:11:00::
wn:04889000n	superiority%1:07:02::
wn:13563382n	superposition%1:22:00::
wn:01053404n	superposition%1:04:01::
wn:01053067n	superposition%1:04:00::
wn:00615336n	superscription%1:04:00::
wn:00197419n	supersedure%1:04:00::
wn:06107436n	supersymmetry%1:09:00::
wn:11517041n	supertwister%1:19:00::
wn:07479525n	supervention%1:11:00::
wn:01135529n	supervision%1:04:00::
wn:00345297n	supination%1:04:00::
wn:00841777n	supping%1:04:00::
wn:00197610n	supplanting%1:04:00::
wn:00371846n	supplementation%1:04:00::
wn:07187638n	supplication%1:10:01::
wn:13563522n	supply%1:22:00::
wn:01215902n	support%1:04:04::
wn:01212519n	support%1:04:00::
wn:00971463n	support%1:04:03::
wn:01017320n	support%1:04:01::
wn:00993956n	supporting_fire%1:04:00::
wn:05779712n	supposition%1:09:01::
wn:13563647n	suppression%1:22:00::
wn:01147950n	suppression%1:04:01::
wn:01079604n	suppression%1:04:02::
wn:00994144n	suppressive_fire%1:04:00::
wn:07344233n	surf%1:11:00::
wn:00455173n	surf_casting%1:04:00::
wn:07304630n	surface_fire%1:11:00::
wn:07430964n	surface_noise%1:11:00::
wn:11517999n	surface_tension%1:19:00::
wn:00061171n	surfacing%1:04:00::
wn:00445055n	surfing%1:04:00::
wn:00364787n	surge%1:04:00::
wn:00853487n	surgical_contraception%1:04:00::
wn:00977857n	surgical_strike%1:04:00::
wn:07298154n	surprise%1:11:00::
wn:00553655n	surprise%1:04:00::
wn:01246541n	surprise_attack%1:04:00::
wn:00213343n	surrender%1:04:01::
wn:00652466n	surveillance%1:04:01::
wn:00881035n	surveillance_of_disease%1:04:00::
wn:00644503n	survey%1:04:02::
wn:01005579n	surveying%1:04:00::
wn:13563746n	survival%1:22:00::
wn:01022178n	survival%1:04:00::
wn:07368256n	suspension%1:11:00::
wn:01017701n	suspension%1:04:00::
wn:00209132n	suspension%1:04:01::
wn:06621917n	sustaining_program%1:10:00::
wn:01216191n	sustenance%1:04:00::
wn:07396233n	susurration%1:11:00::
wn:00223575n	suttee%1:04:00::
wn:00716055n	suturing%1:04:00::
wn:00252020n	swabbing%1:04:00::
wn:01149793n	swaddling_clothes%1:04:00::
wn:00839778n	swallow%1:04:00::
wn:00444490n	swan_dive%1:04:00::
wn:00212678n	swan_song%1:04:00::
wn:07344528n	swash%1:11:00::
wn:06883725n	swastika%1:10:00::
wn:00134391n	swat%1:04:00::
wn:11446459n	sweat%1:19:00::
wn:00660173n	swedish_massage%1:04:00::
wn:00345149n	sweep%1:04:01::
wn:00252307n	sweeping%1:04:00::
wn:00508800n	sweepstakes%1:04:00::
wn:05716577n	sweet%1:09:00::
wn:00248636n	sweetening%1:04:00::
wn:07348258n	swell%1:11:00::
wn:01263257n	swerve%1:04:00::
wn:00442115n	swimming%1:04:00::
wn:07470545n	swimming_event%1:11:00::
wn:00574227n	swimming_kick%1:04:00::
wn:07468534n	swimming_meet%1:11:00::
wn:00570066n	swimming_stroke%1:04:00::
wn:00780148n	swindle%1:04:00::
wn:01173660n	swing%1:04:06::
wn:00327824n	swing%1:04:00::
wn:00541178n	swing%1:04:04::
wn:00566040n	swipe%1:04:00::
wn:07396414n	swish%1:11:00::
wn:00196084n	switch%1:04:00::
wn:00196402n	switcheroo%1:04:00::
wn:00780615n	swiz%1:04:00::
wn:00977214n	swoop%1:04:01::
wn:00327033n	swoop%1:04:00::
wn:07396530n	swoosh%1:11:00::
wn:00538510n	sword_dance%1:04:00::
wn:00390581n	syllabication%1:04:00::
wn:05779116n	syllogism%1:09:00::
wn:05765415n	symbol%1:09:00::
wn:01045091n	symbolatry%1:04:00::
wn:00412271n	symbolism%1:04:00::
wn:00900070n	symbolizing%1:04:00::
wn:00687964n	sympathectomy%1:04:00::
wn:11478171n	sympathetic_vibration%1:19:00::
wn:01244127n	sympathy_strike%1:04:00::
wn:13563948n	symphysis%1:22:00::
wn:13564045n	synapsis%1:22:00::
wn:01001097n	synchronization%1:04:01::
wn:00807500n	synchronization%1:04:00::
wn:13564501n	synchronous_operation%1:22:00::
wn:13564215n	syncretism%1:22:00::
wn:01138547n	syndication%1:04:00::
wn:01115348n	syndication%1:04:01::
wn:13564795n	syneresis%1:22:01::
wn:13564639n	syneresis%1:22:00::
wn:13564910n	synergy%1:22:00::
wn:05720602n	synesthesia%1:09:00::
wn:13565201n	synizesis%1:22:00::
wn:07300494n	syntax_error%1:11:00::
wn:13565379n	synthesis%1:22:00::
wn:05783940n	synthesis%1:09:00::
wn:01031705n	systematism%1:04:00::
wn:01009190n	systematization%1:04:00::
wn:11439312n	systemic_circulation%1:19:00::
wn:05782713n	systems_analysis%1:09:00::
wn:07401409n	systole%1:11:00::
wn:11430483n	systolic_pressure%1:19:00::
wn:11518330n	syzygy%1:19:00::
wn:00826789n	t'ai_chi%1:04:00::
wn:00499066n	table_game%1:04:00::
wn:00499263n	table_tennis%1:04:00::
wn:00652659n	tabulation%1:04:00::
wn:00351334n	tack%1:04:01::
wn:00314395n	tack%1:04:00::
